osmid,created_by,geometry,amenity,tourism,name,station,railway,cuisine,shop
1674475522,,POINT (145.14919 -38.1945295),atm,,,,,,
1674498876,,POINT (145.1460483 -38.1925808),,,,,,,
1674498995,,POINT (145.1427033 -38.1934259),,,,,,,
1675618141,,POINT (145.1537316 -38.1981682),,,,,,,
1675618179,,POINT (145.1575242 -38.1938385),,,,,,,
1676605703,,POINT (145.231834 -38.1489342),parking,,,,,,
1688178007,,POINT (145.1300942 -38.1510982),cafe,,,,,coffee_shop,
1688178010,,POINT (145.1287692 -38.1510982),atm,,,,,,
1697676985,,POINT (145.1807076 -38.1991984),,,,,,,
1699634509,,POINT (145.1587272 -38.1951504),,,Laundrette,,,,laundry
1700435003,,POINT (145.1569939 -38.1949399),fire_station,,Baxter Fire Brigade,,,,
1700435006,,POINT (145.1578093 -38.1951497),post_office,,Baxter Post Office,,,,
1700435009,,POINT (145.1525482 -38.1975633),kindergarten,,Baxter Preschool,,,,
1705310831,,POINT (145.1440969 -38.1925147),toilets,,,,,,
1705344854,,POINT (145.0424394 -38.2309145),fire_station,,Mornington Fire Station,,,,
1706939514,,POINT (145.1584237 -38.1525403),,picnic_site,,,,,
1706939518,,POINT (145.1583222 -38.1525669),,picnic_site,,,,,
1706939537,,POINT (145.1584988 -38.1526142),,picnic_site,,,,,
1706939550,,POINT (145.1582312 -38.1526384),,picnic_site,,,,,
1706939574,,POINT (145.1582357 -38.152694),bbq,,,,,,
1706939584,,POINT (145.1584966 -38.15272),bbq,,,,,,
1709816326,,POINT (145.0161326 -38.2655552),toilets,,,,,,
1709816327,,POINT (145.0163027 -38.2654512),shelter,,,,,,
1709856245,,POINT (145.0335467 -38.2666088),parking,,,,,,
1709959354,,POINT (145.0406728 -38.2731435),parking,,,,,,
1709959376,,POINT (145.040843 -38.2711187),parking,,,,,,
1710026201,,POINT (145.0430303 -38.2684071),parking,,,,,,
1710026203,,POINT (145.043173 -38.2682514),toilets,,,,,,
1710026216,,POINT (145.0428352 -38.2682995),BBQ,picnic_site,,,,,
1710026372,,POINT (145.0470744 -38.2690751),,,Checkingurk Bird Hide,,,,
1710026441,,POINT (145.044444 -38.26823),,,Boonoorong Bird Hide,,,,
1710026802,,POINT (145.0493401 -38.268168),,attraction,Wetland Viewpoint,,,,
1711297593,,POINT (145.042504 -38.267455),parking,,,,,,
1712186088,,POINT (145.0098748 -38.479039),parking,,,,,,
1712194773,,POINT (145.0159995 -38.4746455),parking,,Playground Parking,,,,
1712195824,,POINT (145.0165091 -38.4741079),post_office,,Flinders Post Office,,,,
1712197411,,POINT (145.0148035 -38.4744311),kindergarten,,Flinders Kindergarten,,,,
1712197733,,POINT (145.0154791 -38.4743137),,,,,,,
1712198656,,POINT (145.0185288 -38.4744859),parking,,,,,,
1712199369,,POINT (145.0186953 -38.4739629),atm,,,,,,
1712199940,,POINT (145.0196474 -38.4737403),,motel,Flinders Motel,,,,
1712200909,,POINT (145.0169679 -38.4737193),,,Flinders General Store,,,,convenience
1712580696,,POINT (145.043258 -38.268318),,information,,,,,
1717711225,,POINT (145.0325515 -38.2612342),parking,,,,,,
1717721673,,POINT (145.0188534 -38.2677144),toilets,,,,,,
1717745626,,POINT (145.0103314 -38.2687986),BBQ,picnic_site,,,,,
1717745627,,POINT (145.0323109 -38.2632898),toilets,,,,,,
1717787715,,POINT (145.0518872 -38.2365837),parking,,,,,,
1717787872,,POINT (145.0494653 -38.2382769),toilets,,,,,,
1717788136,,POINT (145.0485773 -38.2463601),parking,,,,,,
1717836064,,POINT (145.0466544 -38.257892),shelter,,,,,,
1717836118,,POINT (145.0472808 -38.2574423),shelter,,,,,,
1719179706,,POINT (145.1145704 -38.149889),parking,,,,,,
1719179745,,POINT (145.114617 -38.149599),toilets,,,,,,
1720439304,,POINT (145.0159244 -38.265484),parking,,,,,,
1720439309,,POINT (145.0164588 -38.2635598),parking,,,,,,
1720439314,,POINT (145.0168042 -38.2632044),toilets,,,,,,
1721736195,,POINT (144.9489948 -38.354417),,,,,,,
1721736451,,POINT (144.9466686 -38.358217),,picnic_site,,,,,
1721736458,,POINT (144.9466954 -38.3584064),bbq,,,,,,
1726376920,,POINT (144.9445891 -38.3477827),parking,,LaTrobe parade car park,,,,
1726377029,,POINT (144.9523684 -38.3443027),parking,,Chairlift car park,,,,
1726401464,,POINT (144.9494914 -38.3544775),parking,,,,,,
1726401465,,POINT (144.9492918 -38.3543488),shelter,picnic_site,,,,,
1726401466,,POINT (144.9453139 -38.3555),,viewpoint,Northern Lookout,,,,
1726401467,,POINT (144.9445993 -38.3566076),,viewpoint,Bay Lookout,,,,
1726401504,,POINT (144.9494744 -38.3547163),shelter,picnic_site,,,,,
1726401505,,POINT (144.9476955 -38.3582018),toilets,,,,,,
1726401507,,POINT (144.9475598 -38.3583336),parking,,,,,,
1735112614,,POINT (144.9758565 -38.3627364),parking,,,,,,
1735137164,,POINT (144.990436 -38.4101937),parking,,Main Ridge Nature Conservation Reserve,,,,
1735172104,,POINT (145.0973866 -38.338922),parking,,,,,,
1735172160,,POINT (145.1014319 -38.34488),parking,,,,,,
1737226909,,POINT (145.0172082 -38.4737666),pharmacy,,Flinders Pharmacy,,,,
1737227427,,POINT (145.0194477 -38.4744469),pub,,Flinders Hotel,,,,
1737228347,,POINT (145.0193056 -38.4745414),restaurant,,Flinders Hotel,,,regional,
1742506227,,POINT (145.161935 -38.1784443),,,,,,,
1742918774,,POINT (144.9684713 -38.4818915),parking,,,,,,
1742918895,,POINT (144.9342884 -38.4769721),parking,,Main Creek Picnic Area,,,,
1742918897,,POINT (144.9342745 -38.4768727),,picnic_site,Main Creek Picnc Area,,,,
1742918899,,POINT (144.9272885 -38.4734523),,picnic_site,,,,,
1742918909,,POINT (144.9276268 -38.4733388),parking,,Bushrangers Bay,,,,
1744000686,,POINT (145.1257318 -38.3913845),parking,,,,,,
1744000690,,POINT (145.1254767 -38.391051),,picnic_site,,,,,
1744000702,,POINT (145.1284789 -38.389708),shelter,picnic_site,,,,,
1744157153,,POINT (145.1415515 -38.387424),parking,,Collart Wetland,,,,
1744157673,,POINT (145.1394658 -38.386885),,,Wetkabds Observatory,,,,
1744157714,,POINT (145.140629 -38.384049),,,Minsmere Bird Hide,,,,
1744157736,,POINT (145.140082 -38.386597),toilets,,,,,,
1744157745,,POINT (145.1409949 -38.387238),,picnic_site,,,,,
1744157746,,POINT (145.140882 -38.387374),toilets,,,,,,
1744157747,,POINT (145.1409826 -38.387527),,information,,,,,
1744157749,,POINT (145.1385301 -38.386022),,,Crake Bird Hide,,,,
1744157751,,POINT (145.137117 -38.387802),,,Antechinus Bird Hide,,,,
1747427985,,POINT (145.1394698 -38.1456465),car_rental,,Thrifty,,,,
1747428077,,POINT (145.145513 -38.147832),post_office,,Beach Street Post Office,,,,
1750571651,,POINT (145.0511525 -38.2332025),,,Masters Home Improvement,,,,doityourself
1755944147,,POINT (145.0476388 -38.2278133),,,Bicycle Superstore Mornington,,,,bicycle
1757003689,,POINT (145.1416235 -38.3479838),,,Hastings Pony Club,,,,
1764672267,,POINT (145.1312932 -38.1424251),doctors,,Beach Street Family Medicine,,,,
1766897047,,POINT (145.1069582 -38.2139994),,yes,Moorooduc,,station,,
1766897048,,POINT (145.0502998 -38.2298851),,yes,Mornington,,station,,
1772341434,,POINT (144.90447 -38.3572386),,,Ritchies Rosebud,,,,supermarket
1772341460,,POINT (144.9047609 -38.3570803),,,,,,,butcher
1773102517,,POINT (145.1976268 -38.311268),,,Hastings Marine,,,,chandler
1773102519,,POINT (145.1979541 -38.3112722),cafe,,,,,,
1780088010,,POINT (144.9104717 -38.4523952),hunting_stand,,Bowmen Australia,,,,
1804730120,,POINT (145.1686856 -38.2338829),school,,St. Brendans Primary School,,,,
1804730200,,POINT (145.1682457 -38.2298208),school,,Somerville Rise Primary School,,,,
1808391681,,POINT (145.1240398 -38.3904789),,camp_site,Balnarring Beach Camping Reserve,,,,
1808391761,,POINT (144.879933 -38.3620779),,camp_site,Capel Sound Foreshore Reserves,,,,
1808392086,,POINT (144.88361 -38.36139),,camp_site,Rosebud Foreshore Reserve,,,,
1808392728,,POINT (144.88028 -38.36278),,camp_site,Capel Sound Foreshore Reserves,,,,
1808394519,,POINT (144.88361 -38.36139),,camp_site,Rosebud Foreshore Reserve,,,,
1808394541,,POINT (145.0519504 -38.4286269),,camp_site,Shoreham Foreshore Reserve,,,,
1830540381,,POINT (145.1831885 -38.3072718),fuel,,Coles Express,,,,
1831638354,,POINT (144.8887876 -38.4932186),toilets,,,,,,
1831646272,,POINT (144.8861054 -38.4920871),,viewpoint,,,,,
1831646289,,POINT (144.8862288 -38.4929331),,viewpoint,,,,,
1831646328,,POINT (144.8893214 -38.4941948),,viewpoint,,,,,
1839278719,,POINT (145.0482197 -38.2281005),,,Pet Barn,,,,pet
1839280516,,POINT (145.174004 -38.2210286),fuel,,7 Eleven,,,,
1839280532,,POINT (145.1750555 -38.2224193),fuel,,Coles Express,,,,
1839283464,,POINT (145.1218302 -38.1397711),,motel,,,,,
1839284973,,POINT (145.124035 -38.1383366),,motel,Frankston International Motel,,,,
1839318004,,POINT (145.0572392 -38.2276405),parking,,,,,,
1844819744,,POINT (145.1670363 -38.1547435),,,Mitre 10,,,,doityourself
1872510080,,POINT (145.108444 -38.2112489),drinking_water,,,,,,
1872510084,,POINT (145.1086479 -38.2109918),shelter,,,,,,
1872510106,,POINT (145.1086908 -38.2111688),shelter,,,,,,
1872569116,,POINT (145.033101 -38.2126584),,viewpoint,,,,,
1872569134,,POINT (145.0331466 -38.2128986),toilets,,,,,,
1872569139,,POINT (145.0325162 -38.2127195),,viewpoint,,,,,
1872569153,,POINT (145.0328032 -38.2135077),,viewpoint,,,,,
1877502800,,POINT (145.1247614 -38.1425246),parking,,Bayside Shopping Centre Parking,,,,
1880313228,,POINT (145.0420643 -38.2520025),drinking_water,,,,,,
1880391417,,POINT (145.048917 -38.2465314),community_centre,,,,,,
1880391453,,POINT (145.0379001 -38.2469864),place_of_worship,,,,,,
1880391460,,POINT (145.0422285 -38.2524326),,,,,,,
1880400749,,POINT (145.0479683 -38.2459093),pharmacy,,,,,,
1880400782,,POINT (145.0470188 -38.2451678),cafe,,,,,,
1881747643,,POINT (145.0427191 -38.2528385),toilets,,,,,,
1886116544,,POINT (145.2477975 -38.2483112),,,Yaringa Slipway,,,,
1892844451,,POINT (145.1969506 -38.1501132),,,Target Country,,,,department_store
1896021504,,POINT (145.118518 -38.1456001),,,Frankston Boat Hire,,,,boat_hire
1896024293,,POINT (145.0363644 -38.2151554),,,Schnapper Point Boat Hire,,,,boat_hire
1940915126,,POINT (145.0403417 -38.2230568),,,Aldi,,,,supermarket
1948957578,,POINT (145.1260876 -38.3734469),,,,,,,bakery
1948957579,,POINT (145.1255029 -38.3731568),pharmacy,,Wise Dispensary,,,,
1948957590,,POINT (145.1256102 -38.3730937),post_office,,Balnarring post office,,,,
1948957593,,POINT (145.1250952 -38.3733628),,,,,,,florist
1948991020,,POINT (145.1238652 -38.3732047),fast_food,,Balnarring Pizza,,,pizza,
1952164954,,POINT (145.1770695 -38.3366826),,,Bittern IGA,,,,supermarket
1952164958,,POINT (145.178214 -38.336579),marketplace,,Bittern Sunday market,,,,
1952164961,,POINT (145.1771485 -38.3364256),fast_food,,Peppy's Pizza,,,pizza,
1952164967,,POINT (145.1774603 -38.3363233),post_office,,,,,,
1952164973,,POINT (145.1776238 -38.3364066),pharmacy,,,,,,
1964023978,,POINT (145.2330481 -38.2018246),post_office,,Pearcedale Post Office,,,,
1973352810,,POINT (144.89 -38.3698),police,,Rosebud,,,,
1973352814,,POINT (144.961 -38.3348),police,,Dromana,,,,
1973352823,,POINT (145.185 -38.3079),police,,Hastings,,,,
1973361574,,POINT (145.1247567 -38.1388456),police,,Frankston,,,,
1973361576,,POINT (145.037 -38.2164),police,,Mornington,,,,
2005986039,,POINT (145.1217388 -38.3924557),,camp_site,Balnarring Beach Camping Reserve,,,,
2005986051,,POINT (145.0715521 -38.4034786),,camp_site,Merricks Camp and Conference Centre,,,,
2014024523,,POINT (145.136732 -38.1484012),,,Anaconda,,,,bicycle
2014024552,,POINT (145.1222554 -38.1413056),,,Jones Cycles,,,,bicycle
2014096158,,POINT (145.1232582 -38.1455269),,,Peninsula Star Cycles,,,,bicycle
2014110009,,POINT (145.1240462 -38.1408178),,,Sealys Cycles and Fitness,,,,bicycle
2017243280,,POINT (145.0373502 -38.2174062),,,Sealy’s Cycle and Fitness,,,,bicycle
2017243281,,POINT (145.0606595 -38.2207008),,,Sealy’s Cycle and Fitness,,,,bicycle
2017542934,,POINT (144.9093803 -38.3549163),,,Freewheeling Cycles,,,,bicycle
2017656570,,POINT (145.1898777 -38.3075346),,,Hastings Bicycle Centre,,,,bicycle
2057456516,,POINT (145.0461867 -38.2279279),,,7 Eleven,,,,convenience
27288796,Potlatch 0.4c,POINT (145.1455722 -37.8843792),hospital,,Waverley Private Hospital,,,,
27377954,,POINT (145.1707414 -37.8900379),place_of_worship,,St Barnabas Glen Waverley Anglican Church,,,,
27699445,,POINT (145.0971324 -37.8924979),swimming_pool,,Oakleigh Recreation Centre Swimming Pool,,,,
29186644,Potlatch 0.5a,POINT (145.1464134 -37.8846976),place_of_worship,,Christian Life Assembly Church,,,,
29902191,Potlatch 0.4a,POINT (145.2439904 -37.9788628),school,,Endeavour Hills Secondary College,,,,
30230114,,POINT (145.1641177 -37.8802018),toilets,,,,,,
30534594,,POINT (145.1092144 -37.8996195),school,,Amsleigh Park Primary School,,,,
30995145,,POINT (145.0863229 -38.0037561),police,,Mordialloc Police Station,,,,
34006896,,POINT (144.9488794 -37.7663282),pub,,Grandview Hotel,,,,
34486998,Potlatch 0.5d,POINT (144.9337692 -37.7660306),parking,,,,,,
35354796,,POINT (144.9502624 -37.8054399),parking,,,,,,
35988688,Potlatch 0.4c,POINT (144.9600189 -37.7697729),,,,,,,supermarket
39461845,,POINT (145.2865103 -37.8378523),fuel,,7 Eleven,,,,convenience
39462724,Potlatch 0.4c,POINT (145.2876555 -37.8618114),parking,,,,,,
39462790,Potlatch 0.4c,POINT (145.2868573 -37.8611812),parking,,,,,,
39494718,,POINT (145.2440563 -37.8689144),cinema,,Village Cinemas,,,,
39690905,Potlatch 0.9c,POINT (144.9515524 -37.7984291),school,,,,,,
39698173,Potlatch 0.4b,POINT (144.9529301 -37.8059397),place_of_worship,,Saint Mary Star of the Sea,,,,
41429190,Potlatch 0.4a,POINT (144.9365583 -37.7708807),parking,,,,,,
47351617,Potlatch 0.4a,POINT (144.94176 -37.7826027),parking,,,,,,
47362648,Potlatch 0.4a,POINT (144.942172 -37.778702),public_building,,Mental Health Research Institute Victoria,,,,
48670894,,POINT (145.2330591 -37.8477565),,,Ritchies Supa IGA,,,,supermarket
48674715,,POINT (145.2337573 -37.8471823),place_of_worship,,Knox Presbyterian,,,,
60096664,,POINT (144.9830828 -37.816911),parking,,Yarra Park Car Park - Gate 3 (Public),,,,
60414305,,POINT (145.2164778 -37.855273),place_of_worship,,Wantirna Seventh-day Adventist Church,,,,
61759154,,POINT (145.2464442 -37.9789999),school,,,,,,
62754190,Potlatch 0.5a,POINT (145.149263 -37.8725979),place_of_worship,,Syndal Baptist Church,,,,
77744604,,POINT (145.2844854 -37.8616114),,,Woolworths,,,,supermarket
77747387,Potlatch 0.9a,POINT (145.2864008 -37.8630056),pub,,Zagames,,,,
78422041,,POINT (145.1522369 -37.8532916),place_of_worship,,Burwood Heights Uniting Church,,,,
89090066,,POINT (145.1578704 -37.7882544),police,,Doncaster Police Station,,,,
92140668,,POINT (144.9482933 -37.8179916),parking,,,,,,
97177647,,POINT (145.19601 -37.863073),,viewpoint,,,,,
97235879,,POINT (145.1939714 -37.8946284),,,Waverley Netball Centre,,,,
98147140,,POINT (145.1645666 -37.8892971),fuel,,7 Eleven,,,,
98149177,,POINT (145.1610782 -37.9029146),fuel,,Coles Express,,,,
98149360,,POINT (145.1618654 -37.9040151),fuel,,7 Eleven,,,,
98152953,Potlatch 0.5d,POINT (145.1598716 -37.9043603),pub,,Village Green Hotel,,,,
99376437,Potlatch 0.4b,POINT (145.0952956 -37.8997249),fire_station,,Oakleigh Fire Station,,,,
99717983,,POINT (145.2834908 -37.9550028),parking,,,,,,
99720278,Potlatch 0.4c,POINT (145.1965975 -37.8937262),parking,,,,,,
99720315,Potlatch 0.5,POINT (145.196212 -37.8955737),parking,,,,,,
99720371,Potlatch 0.4c,POINT (145.1941084 -37.8971873),parking,,,,,,
99721091,Potlatch 0.4c,POINT (145.1954216 -37.8931098),parking,,,,,,
99721275,Potlatch 0.4c,POINT (145.1950357 -37.8950009),parking,,,,,,
100691708,Potlatch 0.4c,POINT (145.2284589 -37.8143074),library,,Ringwood Library,,,,
100836186,,POINT (145.235892 -37.7943222),,,Ringwood North Shopping Centre,,,,
100852228,Potlatch 0.4c,POINT (145.226957 -37.8125533),courthouse,,Ringwood Magistrates Court,,,,
100869757,Potlatch 0.5a,POINT (145.2297541 -37.8153642),bus_station,,Ringwood Bus Interchange,,,,
104465813,,POINT (145.1489293 -37.8714938),place_of_worship,,Italian Pentecostal Church,,,,
105482910,Potlatch 0.10f,POINT (145.1461027 -37.8865265),fuel,,7-Eleven,,,,
105484652,Potlatch 0.5d,POINT (145.1785827 -37.8759245),fuel,,The Corner Servo,,,,
105484906,Potlatch 0.5a,POINT (145.1862037 -37.8770106),place_of_worship,,The Salvation Army Waverley Temple,,,,
106185870,,POINT (145.1362339 -37.9602247),fuel,,BP Clayton South,,,,
106652934,Potlatch 0.5d,POINT (145.1491763 -37.8704911),place_of_worship,,St Christophers Catholic Church,,,,
106657674,Potlatch 0.5d,POINT (145.1508405 -37.8570517),place_of_worship,,Anglican Church of the Ascension,,,,
106675499,,POINT (145.1672354 -37.8748402),fast_food,,McDonald's,,,burger,
106676295,Potlatch 0.6,POINT (145.1675992 -37.8740165),pub,,Mountain View Hotel,,,,
106677952,Potlatch 0.4c,POINT (145.1653562 -37.8772456),post_box,,,,,,
106681865,Potlatch 0.7,POINT (145.2852102 -37.7894047),place_of_worship,,,,,,
106795547,,POINT (145.1661029 -37.8799758),fuel,,Caltex Glen Waverley,,,,
106802732,Potlatch 0.4c,POINT (145.1609617 -37.8897712),parking,,,,,,
106822993,,POINT (145.1452547 -37.8863166),fast_food,,McDonald's,,,burger,
106824334,Potlatch 0.5a,POINT (145.140225 -37.8919794),parking,,,,,,
107132590,Potlatch 0.5,POINT (145.1881614 -37.9057351),parking,,,,,,
107152431,Potlatch 0.5d,POINT (145.178557 -37.9104755),place_of_worship,,St Matthews Anglican Church,,,,
110949927,Potlatch 0.5d,POINT (145.226151 -37.8799837),,,,,,,
113405258,JOSM,POINT (145.0064295 -37.8033213),,attraction,Collingwood Children's Farm,,,,
113541227,,POINT (144.9636205 -37.8181942),,hotel,Rendezvous Hotel,,,,
114257562,Potlatch 0.5d,POINT (145.1868354 -37.8769992),parking,,,,,,
114574448,,POINT (144.9653561 -37.8177285),,hotel,Citigate Hotel,,,,
114607288,,POINT (144.9655353 -37.8170329),,hotel,Punt Hill Apartment Hotel,,,,
118295003,,POINT (145.1491768 -37.8767282),telephone,,,,,,
118305616,Potlatch 0.5a,POINT (145.1482244 -37.8766155),post_box,,,,,,
118306363,Potlatch 0.5a,POINT (145.1466022 -37.8867636),post_box,,,,,,
121152516,,POINT (144.9785529 -37.7759371),fuel,,,,,,
122635024,,POINT (145.1133574 -37.8981008),toilets,,,,,,
122741147,,POINT (144.9600851 -37.8224148),,hotel,Crown Towers Hotel,,,,
122744037,Potlatch 0.5a,POINT (144.9545852 -37.825963),parking,,,,,,
127549705,JOSM,POINT (145.0133239 -37.7853006),,attraction,Fairfield Boathouse,,,,
130015082,,POINT (144.9673776 -37.8158153),,hotel,Westin Hotel,,,,
130015233,JOSM,POINT (144.9683785 -37.816309),,hotel,Adelphi Hotel,,,,
131107666,,POINT (144.9590572 -37.8145395),,hotel,Mantra on Little Bourke,,,,
132979502,Potlatch 0.5d,POINT (145.2095102 -37.9496845),place_of_worship,,Faith! Christian Church,,,,
132996997,,POINT (145.2846721 -37.8013117),parking,,,,,,
134439852,,POINT (145.1639099 -37.8879363),,,Cycle Science,,,,bicycle
134441580,,POINT (145.148527 -37.8733076),,,Open Road Cycles,,,,bicycle
137010639,,POINT (145.1441694 -37.8907122),toilets,,,,,,
142514451,JOSM,POINT (144.9669188 -37.8271995),theatre,,Malthouse,,,,
143920802,Potlatch 0.5d,POINT (145.1590513 -37.782781),school,,East Doncaster Secondary College,,,,
143922177,,POINT (145.1606547 -37.7887969),bank,,Westpac Bank,,,,
143923792,Potlatch 0.5d,POINT (145.1583253 -37.7895474),,,Safeway,,,,supermarket
143924101,,POINT (145.1578532 -37.788998),parking,,,,,,
143924219,Potlatch 0.5d,POINT (145.1574584 -37.7894389),parking,,,,,,
143925219,,POINT (145.1575013 -37.7891608),fast_food,,Nandos Doncaster,,,,
143925865,,POINT (145.1615868 -37.7887063),fast_food,,McDonalds East Doncaster,,,,
144720419,,POINT (144.9560479 -37.8204927),,hotel,Medina,,,,
145193705,JOSM,POINT (144.9539372 -37.8178023),,hotel,Savoy,,,,
145200030,,POINT (144.9548536 -37.8170791),place_of_worship,,Saint Augustine's Catholic Church,,,,
