osmid,geometry,created_by,man_made,name,leisure,amenity,addr:street,addr:housenumber
419362989,POINT (-73.7705928 40.763029),,,,,bicycle_parking,,
419362992,POINT (-73.9856044 40.7440488),,,,,bicycle_parking,,
419362994,POINT (-73.9833675 40.7560074),,,,,bicycle_parking,,
419362995,POINT (-73.9705231 40.7519865),,,,,bicycle_parking,,
419362998,POINT (-73.9889596 40.7307077),,,,,bicycle_parking,,
419363000,POINT (-73.9068973 40.8771476),,,,,bicycle_parking,,
419363002,POINT (-73.9596845 40.7161202),,,,,bicycle_parking,,
419363005,POINT (-73.9757044 40.6871455),,,,,bicycle_parking,,
419363007,POINT (-73.981355 40.7374141),,,,,bicycle_parking,,
419363028,POINT (-73.9959161 40.7233761),,,,,bicycle_parking,,
419363030,POINT (-73.9924493 40.6893189),,,,,bicycle_parking,,
419363033,POINT (-74.0002273 40.721894),,,,,bicycle_parking,,
419363035,POINT (-73.9724236 40.6774914),,,,,bicycle_parking,,
419363038,POINT (-73.9521849 40.7814396),,,,,bicycle_parking,,
419363041,POINT (-73.9188828 40.8163147),,,,,bicycle_parking,,
419363042,POINT (-73.9945338 40.6849933),,,,,bicycle_parking,,
419363043,POINT (-73.999538 40.7539033),,,,,bicycle_parking,,
419363046,POINT (-73.9848367 40.7395226),,,,,bicycle_parking,,
419363048,POINT (-73.9891192 40.7447189),,,,,bicycle_parking,,
419363053,POINT (-73.9919633 40.6857694),,,,,bicycle_parking,,
419363057,POINT (-73.9574234 40.7293897),,,,,bicycle_parking,,
419363063,POINT (-73.9797973 40.7562779),,,,,bicycle_parking,,
419363068,POINT (-73.983634 40.729139),,,,,bicycle_parking,,
419363072,POINT (-73.9893858 40.7477354),,,,,bicycle_parking,,
419363077,POINT (-73.9648534 40.7991148),,,,,bicycle_parking,,
419363082,POINT (-73.9786226 40.7509645),,,,,bicycle_parking,,
419363086,POINT (-73.9823311 40.6621487),,,,,bicycle_parking,,
419363092,POINT (-73.9892839 40.7529916),,,,,bicycle_parking,,
419363097,POINT (-74.0027343 40.7158446),,,,,bicycle_parking,,
419363103,POINT (-73.9511006 40.7829076),,,,,bicycle_parking,,
419363107,POINT (-73.9980688 40.7613004),,,,,bicycle_parking,,
419363113,POINT (-73.9410462 40.8417031),,,,,bicycle_parking,,
419363117,POINT (-73.9164518 40.8159781),,,,,bicycle_parking,,
419363120,POINT (-73.8626716 40.7499431),,,,,bicycle_parking,,
419363124,POINT (-73.9858225 40.7705685),,,,,bicycle_parking,,
419363129,POINT (-73.957792 40.7140143),,,,,bicycle_parking,,
419363133,POINT (-73.9579742 40.7137297),,,,,bicycle_parking,,
419363138,POINT (-73.9569284 40.7777965),,,,,bicycle_parking,,
419363142,POINT (-74.0001227 40.7280176),,,,,bicycle_parking,,
419363147,POINT (-73.9828512 40.7567182),,,,,bicycle_parking,,
419363152,POINT (-73.9806741 40.7335961),,,,,bicycle_parking,,
419363155,POINT (-73.7616413 40.5937158),,,,,bicycle_parking,,
419363157,POINT (-73.9536187 40.7811163),,,,,bicycle_parking,,
419363159,POINT (-73.951811 40.7992308),,,,,bicycle_parking,,
419363160,POINT (-73.9718474 40.7867929),,,,,bicycle_parking,,
419363162,POINT (-73.9172159 40.6199534),,,,,bicycle_parking,,
419363164,POINT (-73.9446724 40.7794436),,,,,bicycle_parking,,
419363167,POINT (-74.0034613 40.6832559),,,,,bicycle_parking,,
419363169,POINT (-74.0040959 40.6832449),,,,,bicycle_parking,,
419363171,POINT (-73.9596093 40.7137345),,,,,bicycle_parking,,
419363174,POINT (-74.0090574 40.7380768),,,,,bicycle_parking,,
419363176,POINT (-73.9728276 40.6858219),,,,,bicycle_parking,,
419363179,POINT (-73.979446 40.6780594),,,,,bicycle_parking,,
419363181,POINT (-73.9413243 40.8133256),,,,,bicycle_parking,,
419363182,POINT (-73.896506 40.8159263),,,,,bicycle_parking,,
419363184,POINT (-73.7736348 40.759132),,,,,bicycle_parking,,
419363186,POINT (-73.983755 40.7358006),,,,,bicycle_parking,,
419363189,POINT (-74.0017504 40.7467478),,,,,bicycle_parking,,
419363191,POINT (-73.9375961 40.8440919),,,,,bicycle_parking,,
419363193,POINT (-73.8904238 40.7468796),,,,,bicycle_parking,,
419363195,POINT (-73.9530716 40.7222687),,,,,bicycle_parking,,
419363199,POINT (-73.9930586 40.725182),,,,,bicycle_parking,,
419363201,POINT (-73.9819532 40.6872784),,,,,bicycle_parking,,
419363202,POINT (-73.9445225 40.7148058),,,,,bicycle_parking,,
419363203,POINT (-73.9816112 40.724404),,,,,bicycle_parking,,
419363206,POINT (-73.969226 40.7627483),,,,,bicycle_parking,,
419363208,POINT (-73.9718857 40.6765358),,,,,bicycle_parking,,
419363211,POINT (-73.983089 40.7297428),,,,,bicycle_parking,,
419363213,POINT (-73.9949285 40.7585117),,,,,bicycle_parking,,
419363216,POINT (-73.9944788 40.7407394),,,,,bicycle_parking,,
419363219,POINT (-73.9255205 40.6701009),,,,,bicycle_parking,,
419363222,POINT (-73.9748499 40.7251685),,,,,bicycle_parking,,
419363224,POINT (-73.9808794 40.7850381),,,,,bicycle_parking,,
419363225,POINT (-73.9451385 40.7185596),,,,,bicycle_parking,,
419363226,POINT (-73.9696909 40.6932018),,,,,bicycle_parking,,
419363229,POINT (-73.9783468 40.726916),,,,,bicycle_parking,,
419363231,POINT (-73.9804128 40.7140341),,,,,bicycle_parking,,
419363234,POINT (-73.9963579 40.7260466),,,,,bicycle_parking,,
419363236,POINT (-74.0193246 40.6466752),,,,,bicycle_parking,,
419363255,POINT (-74.0047615 40.7142388),,,,,bicycle_parking,,
419363256,POINT (-73.9746587 40.6872551),,,,,bicycle_parking,,
419363258,POINT (-73.9799567 40.6594323),,,,,bicycle_parking,,
419363260,POINT (-73.986213 40.7328064),,,,,bicycle_parking,,
419363263,POINT (-73.9933251 40.7296313),,,,,bicycle_parking,,
419363266,POINT (-73.8786878 40.8259464),,,,,bicycle_parking,,
419363268,POINT (-73.9861233 40.7473398),,,,,bicycle_parking,,
419363270,POINT (-73.956278 40.7675584),,,,,bicycle_parking,,
419363273,POINT (-73.9944116 40.6810573),,,,,bicycle_parking,,
419363275,POINT (-73.9502748 40.7714699),,,,,bicycle_parking,,
419363276,POINT (-73.9793049 40.7273186),,,,,bicycle_parking,,
419363277,POINT (-73.997987 40.7214384),,,,,bicycle_parking,,
419363280,POINT (-73.9796614 40.6822716),,,,,bicycle_parking,,
419363282,POINT (-74.098693 40.594428),,,,,bicycle_parking,,
419363284,POINT (-73.9799995 40.6849725),,,,,bicycle_parking,,
419363287,POINT (-73.9907798 40.7410987),,,,,bicycle_parking,,
419363289,POINT (-73.9996925 40.7116412),,,,,bicycle_parking,,
419363291,POINT (-73.825739 40.7437003),,,,,bicycle_parking,,
419363295,POINT (-73.9420104 40.8425846),,,,,bicycle_parking,,
419363297,POINT (-73.9738659 40.6860033),,,,,bicycle_parking,,
419363299,POINT (-74.0171275 40.6736535),,,,,bicycle_parking,,
419363300,POINT (-74.0761517 40.6318128),,,,,bicycle_parking,,
419363302,POINT (-74.0081517 40.7388261),,,,,bicycle_parking,,
419363305,POINT (-73.9516298 40.7255454),,,,,bicycle_parking,,
419363309,POINT (-73.9170999 40.8177627),,,,,bicycle_parking,,
419363312,POINT (-74.192608 40.5333137),,,,,bicycle_parking,,
419363316,POINT (-73.9326341 40.7446232),,,,,bicycle_parking,,
419363319,POINT (-73.9974237 40.7335592),,,,,bicycle_parking,,
419363323,POINT (-74.0112873 40.7153484),,,,,bicycle_parking,,
419363326,POINT (-73.9251747 40.5927744),,,,,bicycle_parking,,
419363328,POINT (-74.0004122 40.7387816),,,,,bicycle_parking,,
419363329,POINT (-73.9858427 40.7263424),,,,,bicycle_parking,,
419363334,POINT (-73.9547968 40.719617),,,,,bicycle_parking,,
419363337,POINT (-73.9939494 40.7286405),,,,,bicycle_parking,,
419363341,POINT (-73.9700771 40.7566332),,,,,bicycle_parking,,
419363344,POINT (-74.0061559 40.735162),,,,,bicycle_parking,,
419363347,POINT (-73.9623709 40.6359049),,,,,bicycle_parking,,
419363350,POINT (-73.9901532 40.7326174),,,,,bicycle_parking,,
419363352,POINT (-73.9799071 40.6447697),,,,,bicycle_parking,,
419363356,POINT (-74.0044896 40.74739),,,,,bicycle_parking,,
419363360,POINT (-73.9776351 40.7791391),,,,,bicycle_parking,,
419363364,POINT (-73.9811946 40.7819852),,,,,bicycle_parking,,
419363369,POINT (-73.9777148 40.724321),,,,,bicycle_parking,,
419363371,POINT (-73.9571743 40.7827728),,,,,bicycle_parking,,
419363374,POINT (-73.983774 40.7319387),,,,,bicycle_parking,,
419363379,POINT (-73.9691389 40.6894001),,,,,bicycle_parking,,
419363382,POINT (-73.9914316 40.7522809),,,,,bicycle_parking,,
419363386,POINT (-73.8544619 40.8981095),,,,,bicycle_parking,,
419363390,POINT (-74.0074538 40.7259258),,,,,bicycle_parking,,
419363393,POINT (-73.8238912 40.8280766),,,,,bicycle_parking,,
419363394,POINT (-73.9964628 40.7533763),,,,,bicycle_parking,,
419363396,POINT (-73.9945606 40.7319854),,,,,bicycle_parking,,
419363398,POINT (-73.9448764 40.6158446),,,,,bicycle_parking,,
419363400,POINT (-73.8626076 40.74946),,,,,bicycle_parking,,
419363403,POINT (-73.944048 40.7146315),,,,,bicycle_parking,,
419363405,POINT (-74.1660763 40.5881636),,,,,bicycle_parking,,
419363408,POINT (-73.995727 40.690546),,,,,bicycle_parking,,
419363410,POINT (-73.8275641 40.7538174),,,,,bicycle_parking,,
419363411,POINT (-73.9506047 40.6677841),,,,,bicycle_parking,,
419363412,POINT (-73.9880788 40.6903396),,,,,bicycle_parking,,
419363413,POINT (-73.9055417 40.8792124),,,,,bicycle_parking,,
419363414,POINT (-73.9859472 40.7438046),,,,,bicycle_parking,,
419363415,POINT (-73.9908158 40.6869439),,,,,bicycle_parking,,
419363416,POINT (-74.0033912 40.7227009),,,,,bicycle_parking,,
419363417,POINT (-73.9651448 40.7108533),,,,,bicycle_parking,,
419363418,POINT (-73.9846516 40.7017501),,,,,bicycle_parking,,
419363419,POINT (-73.9714544 40.6759404),,,,,bicycle_parking,,
419363420,POINT (-73.9033584 40.8782993),,,,,bicycle_parking,,
419363421,POINT (-73.991238 40.7423284),,,,,bicycle_parking,,
419363422,POINT (-73.9793518 40.7273378),,,,,bicycle_parking,,
419363423,POINT (-73.9899854 40.7304234),,,,,bicycle_parking,,
419363424,POINT (-73.9839364 40.671886),,,,,bicycle_parking,,
419363425,POINT (-73.9933661 40.71672),,,,,bicycle_parking,,
419363426,POINT (-73.9896987 40.7259587),,,,,bicycle_parking,,
419363428,POINT (-73.9870151 40.6900513),,,,,bicycle_parking,,
419363431,POINT (-73.9513599 40.7740148),,,,,bicycle_parking,,
419363433,POINT (-74.003515 40.7433415),,,,,bicycle_parking,,
419363435,POINT (-73.9734982 40.6042608),,,,,bicycle_parking,,
419363438,POINT (-73.9931403 40.737613),,,,,bicycle_parking,,
419363441,POINT (-73.9855499 40.7456435),,,,,bicycle_parking,,
419363443,POINT (-73.9825039 40.7113303),,,,,bicycle_parking,,
419363446,POINT (-73.9967952 40.7474806),,,,,bicycle_parking,,
419363450,POINT (-73.9934273 40.7180677),,,,,bicycle_parking,,
419363453,POINT (-73.7791655 40.7578253),,,,,bicycle_parking,,
419363455,POINT (-73.9454903 40.7462875),,,,,bicycle_parking,,
419363458,POINT (-73.9943267 40.7241416),,,,,bicycle_parking,,
419363461,POINT (-73.8932328 40.7271285),,,,,bicycle_parking,,
419363464,POINT (-73.9775455 40.6808686),,,,,bicycle_parking,,
419363468,POINT (-73.9804611 40.7217332),,,,,bicycle_parking,,
419363470,POINT (-73.8847278 40.7474778),,,,,bicycle_parking,,
419363473,POINT (-73.9711054 40.7575255),,,,,bicycle_parking,,
419363476,POINT (-73.9570947 40.7830692),,,,,bicycle_parking,,
419363481,POINT (-73.9870283 40.733306),,,,,bicycle_parking,,
419363486,POINT (-73.9512662 40.7835609),,,,,bicycle_parking,,
419363488,POINT (-73.8445507 40.7203839),,,,,bicycle_parking,,
419363492,POINT (-73.9883379 40.7141477),,,,,bicycle_parking,,
419363495,POINT (-73.8442042 40.896816),,,,,bicycle_parking,,
419363497,POINT (-73.979216 40.6884115),,,,,bicycle_parking,,
419363500,POINT (-73.7818591 40.7289089),,,,,bicycle_parking,,
419363505,POINT (-73.9584739 40.8007458),,,,,bicycle_parking,,
419363510,POINT (-74.0018911 40.7466517),,,,,bicycle_parking,,
419363514,POINT (-73.9903401 40.6874103),,,,,bicycle_parking,,
419363518,POINT (-73.7704329 40.7622876),,,,,bicycle_parking,,
419363521,POINT (-73.9849758 40.7145591),,,,,bicycle_parking,,
419363524,POINT (-73.9882389 40.7232548),,,,,bicycle_parking,,
419363526,POINT (-73.9887932 40.7306932),,,,,bicycle_parking,,
419363530,POINT (-73.9866086 40.7568532),,,,,bicycle_parking,,
419363533,POINT (-74.0763995 40.6437195),,,,,bicycle_parking,,
419363538,POINT (-73.9637713 40.6338068),,,,,bicycle_parking,,
419363541,POINT (-73.9795808 40.7453901),,,,,bicycle_parking,,
419363545,POINT (-73.981082 40.7330335),,,,,bicycle_parking,,
419363547,POINT (-73.9396672 40.6128831),,,,,bicycle_parking,,
419363551,POINT (-73.9897711 40.7262544),,,,,bicycle_parking,,
419363554,POINT (-73.9876866 40.7636932),,,,,bicycle_parking,,
419363557,POINT (-73.9845307 40.7625232),,,,,bicycle_parking,,
419363558,POINT (-73.9902772 40.7233537),,,,,bicycle_parking,,
419363560,POINT (-74.0110539 40.679029),,,,,bicycle_parking,,
419363562,POINT (-74.0139921 40.6781938),,,,,bicycle_parking,,
419363565,POINT (-74.0098381 40.7222532),,,,,bicycle_parking,,
419363567,POINT (-73.979378 40.7243789),,,,,bicycle_parking,,
419363570,POINT (-73.873382 40.7564769),,,,,bicycle_parking,,
419363573,POINT (-73.967937 40.7558175),,,,,bicycle_parking,,
419363576,POINT (-74.0771758 40.6419843),,,,,bicycle_parking,,
419363579,POINT (-73.9863634 40.7205318),,,,,bicycle_parking,,
419363582,POINT (-73.9868551 40.7332319),,,,,bicycle_parking,,
419363584,POINT (-73.9962514 40.7259178),,,,,bicycle_parking,,
419363586,POINT (-73.9975143 40.724142),,,,,bicycle_parking,,
419363589,POINT (-74.001404 40.6780439),,,,,bicycle_parking,,
419363590,POINT (-73.9647087 40.6333566),,,,,bicycle_parking,,
419363593,POINT (-73.9900939 40.7671518),,,,,bicycle_parking,,
419363594,POINT (-73.9536969 40.8036369),,,,,bicycle_parking,,
419363597,POINT (-73.9907392 40.7626489),,,,,bicycle_parking,,
419363600,POINT (-74.0015693 40.7190779),,,,,bicycle_parking,,
419363603,POINT (-73.9913681 40.6845814),,,,,bicycle_parking,,
419363606,POINT (-73.9583384 40.7171545),,,,,bicycle_parking,,
419363609,POINT (-73.9216385 40.8170248),,,,,bicycle_parking,,
419363612,POINT (-73.9861123 40.7308823),,,,,bicycle_parking,,
419363615,POINT (-73.967051 40.7885729),,,,,bicycle_parking,,
419363617,POINT (-73.9809643 40.7281752),,,,,bicycle_parking,,
419363619,POINT (-73.9630826 40.6249261),,,,,bicycle_parking,,
419363628,POINT (-73.9575938 40.7700015),,,,,bicycle_parking,,
419363629,POINT (-73.8447811 40.7203353),,,,,bicycle_parking,,
419363630,POINT (-73.9037516 40.8344923),,,,,bicycle_parking,,
419363631,POINT (-73.9549649 40.7339347),,,,,bicycle_parking,,
419363632,POINT (-74.0040958 40.6832451),,,,,bicycle_parking,,
419363633,POINT (-74.005694 40.7352581),,,,,bicycle_parking,,
419363634,POINT (-73.9768383 40.7799449),,,,,bicycle_parking,,
419363635,POINT (-74.0039769 40.6830665),,,,,bicycle_parking,,
419363636,POINT (-73.9949384 40.7227228),,,,,bicycle_parking,,
419363637,POINT (-73.973981 40.6862041),,,,,bicycle_parking,,
419363638,POINT (-73.7704529 40.6727121),,,,,bicycle_parking,,
419363639,POINT (-74.00621 40.6582152),,,,,bicycle_parking,,
419363640,POINT (-73.9454255 40.7484538),,,,,bicycle_parking,,
419363641,POINT (-73.8917676 40.8238459),,,,,bicycle_parking,,
419363642,POINT (-73.9269134 40.6134497),,,,,bicycle_parking,,
419363643,POINT (-73.9245776 40.5922361),,,,,bicycle_parking,,
419363644,POINT (-73.908706 40.8739789),,,,,bicycle_parking,,
419363645,POINT (-74.0037803 40.7200812),,,,,bicycle_parking,,
419363646,POINT (-73.8639317 40.7496757),,,,,bicycle_parking,,
419363647,POINT (-74.0052403 40.6500969),,,,,bicycle_parking,,
419363648,POINT (-73.9410877 40.8275761),,,,,bicycle_parking,,
419363649,POINT (-73.9990476 40.7192728),,,,,bicycle_parking,,
419363650,POINT (-73.9992713 40.717615),,,,,bicycle_parking,,
419363651,POINT (-73.9812746 40.728307),,,,,bicycle_parking,,
419363652,POINT (-73.9890074 40.7442907),,,,,bicycle_parking,,
419363654,POINT (-73.9581398 40.7173411),,,,,bicycle_parking,,
419363656,POINT (-73.923782 40.7466622),,,,,bicycle_parking,,
419363657,POINT (-73.9986253 40.7304796),,,,,bicycle_parking,,
419363659,POINT (-73.9815678 40.6855848),,,,,bicycle_parking,,
419363661,POINT (-73.8242716 40.8287088),,,,,bicycle_parking,,
419363662,POINT (-73.9940049 40.7326332),,,,,bicycle_parking,,
419363663,POINT (-73.9710829 40.7512263),,,,,bicycle_parking,,
419363664,POINT (-73.7707698 40.7629992),,,,,bicycle_parking,,
419363665,POINT (-73.9810319 40.6934897),,,,,bicycle_parking,,
419363666,POINT (-73.9800376 40.7213587),,,,,bicycle_parking,,
419363667,POINT (-73.8639134 40.7498156),,,,,bicycle_parking,,
419363668,POINT (-74.0012339 40.7255034),,,,,bicycle_parking,,
419363669,POINT (-73.9258154 40.7452445),,,,,bicycle_parking,,
419363670,POINT (-73.9568055 40.7668395),,,,,bicycle_parking,,
419363671,POINT (-74.0004906 40.718496),,,,,bicycle_parking,,
419363672,POINT (-73.9890101 40.6644936),,,,,bicycle_parking,,
419363673,POINT (-74.0812095 40.6373126),,,,,bicycle_parking,,
419363674,POINT (-74.0087601 40.7274409),,,,,bicycle_parking,,
419363675,POINT (-74.0052066 40.6501293),,,,,bicycle_parking,,
419363676,POINT (-73.95061 40.67023),,,,,bicycle_parking,,
419363677,POINT (-73.9921162 40.761635),,,,,bicycle_parking,,
419363678,POINT (-73.965944 40.6934972),,,,,bicycle_parking,,
419363679,POINT (-74.0028991 40.7398318),,,,,bicycle_parking,,
419363680,POINT (-73.9744085 40.5969186),,,,,bicycle_parking,,
419363681,POINT (-73.999733 40.7231484),,,,,bicycle_parking,,
419363682,POINT (-73.9357001 40.8054232),,,,,bicycle_parking,,
419363683,POINT (-73.9803739 40.7606153),,,,,bicycle_parking,,
419363684,POINT (-73.9815871 40.7462358),,,,,bicycle_parking,,
419363685,POINT (-73.9896856 40.7231864),,,,,bicycle_parking,,
419363686,POINT (-73.9513356 40.7825893),,,,,bicycle_parking,,
419363687,POINT (-73.9836382 40.770678),,,,,bicycle_parking,,
419363688,POINT (-74.0067821 40.7194428),,,,,bicycle_parking,,
419363689,POINT (-74.0001046 40.7285501),,,,,bicycle_parking,,
419363690,POINT (-74.1141274 40.6248672),,,,,bicycle_parking,,
419363691,POINT (-73.9767079 40.7254544),,,,,bicycle_parking,,
419363692,POINT (-73.9955522 40.7163221),,,,,bicycle_parking,,
419363693,POINT (-73.863555 40.7485608),,,,,bicycle_parking,,
419363694,POINT (-74.0062026 40.733754),,,,,bicycle_parking,,
419363695,POINT (-73.8754998 40.8265139),,,,,bicycle_parking,,
419363696,POINT (-73.96427 40.8025537),,,,,bicycle_parking,,
419363697,POINT (-73.9168505 40.817886),,,,,bicycle_parking,,
419363698,POINT (-73.9975858 40.7417853),,,,,bicycle_parking,,
419363699,POINT (-73.9792147 40.7272801),,,,,bicycle_parking,,
419363700,POINT (-73.9876696 40.7033082),,,,,bicycle_parking,,
419363701,POINT (-74.0055598 40.6835111),,,,,bicycle_parking,,
419363702,POINT (-73.9465933 40.8199567),,,,,bicycle_parking,,
419363703,POINT (-73.9982109 40.7118564),,,,,bicycle_parking,,
419363704,POINT (-74.0031061 40.7206863),,,,,bicycle_parking,,
419363705,POINT (-73.9832729 40.6726791),,,,,bicycle_parking,,
419363706,POINT (-74.0060188 40.7360596),,,,,bicycle_parking,,
419363707,POINT (-73.9407124 40.8148404),,,,,bicycle_parking,,
419363708,POINT (-74.0016343 40.7250313),,,,,bicycle_parking,,
419363710,POINT (-73.9679851 40.6932837),,,,,bicycle_parking,,
419363711,POINT (-74.0130263 40.6771427),,,,,bicycle_parking,,
419363712,POINT (-73.9368381 40.6147096),,,,,bicycle_parking,,
419363713,POINT (-73.8209848 40.8257049),,,,,bicycle_parking,,
419363714,POINT (-73.9800253 40.7432575),,,,,bicycle_parking,,
419363715,POINT (-73.9485332 40.8016173),,,,,bicycle_parking,,
419363716,POINT (-73.9947213 40.7315472),,,,,bicycle_parking,,
419363717,POINT (-73.9573524 40.8147352),,,,,bicycle_parking,,
419363718,POINT (-73.9770373 40.5964883),,,,,bicycle_parking,,
419363719,POINT (-73.9539785 40.8039115),,,,,bicycle_parking,,
